SSIP,SDFP,SDFB,SFE,NIFE,label
545,0.37424145263156244,60.6271153263131,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
372,0.12614142799122233,20.434911334578015,372,0.0,1
545,0.35534238940422147,57.56546708348388,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
434,0.09566991993805472,15.498527029964865,434,0.0,1
545,0.37424145263156244,60.6271153263131,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
163,0.07832604499879574,12.68881928980491,163,0.0,1
545,0.35534238940422147,57.56546708348388,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.042835293687811936,6.939317577425534,545,0.0,1
218,0.09556167637426553,15.480991572631014,218,0.0,1
545,0.37424145263156244,60.6271153263131,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.042835293687811936,6.939317577425534,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
150,0.0,0.0,150,0.0,1
545,0.35534238940422147,57.56546708348388,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.042835293687811936,6.939317577425534,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.06052254912880909,9.804652958867074,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
217,0.0,0.0,217,0.0,1
545,0.37424145263156244,60.6271153263131,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.042835293687811936,6.939317577425534,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
