SSIP,SDFP,SDFB,SFE,NIFE,label
545,0.36733716026917956,59.5086199636071,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.11306336426495488,18.31626501092269,545,0.0,1
417,0.10897300258495898,17.65362641876336,417,0.0,1
545,0.37196332995918124,60.25805945338736,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.11306336426495488,18.31626501092269,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
140,0.1190921465202281,19.292927736276955,140,0.0,1
545,0.37196332995918124,60.25805945338736,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.12797986215037138,20.732737668360166,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.14075676278926008,22.802595571860135,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
83,0.0,0.0,83,0.0,1
545,0.37424145263156244,60.6271153263131,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.12797986215037138,20.732737668360166,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.14075676278926008,22.802595571860135,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
229,0.13129134276798052,21.269197528412843,229,0.0,1
545,0.37424145263156244,60.6271153263131,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.12797986215037138,20.732737668360166,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.14123520319939317,22.880102918301695,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.14075676278926008,22.802595571860135,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.13433191006429504,21.7617694304158,545,0.0,1
545,0.12797986215037138,20.732737668360166,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
303,0.08110982416280911,13.139791514375073,303,0.0,1
545,0.37424145263156244,60.6271153263131,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.13433191006429504,21.7617694304158,545,0.0,1
545,0.12797986215037138,20.732737668360166,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.14687792435457794,23.794223745441627,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.08543403675190497,13.840313953808606,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.12797986215037138,20.732737668360166,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.13433191006429504,21.7617694304158,545,0.0,1
545,0.12797986215037138,20.732737668360166,545,0.0,1
545,0.07405639542392017,11.997136058675068,545,0.0,1
545,0.09542983679476028,15.459633560751163,545,0.0,1
545,0.12755748521564145,20.664312604933915,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
255,0.08838698298829091,14.318691244103125,255,0.0,1
545,0.15273191296161098,24.74256989978098,545,0.0,1
545,0.12037448313476666,19.500666267832198,545,0.0,1
545,0.1473822670803959,23.875927267024135,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.10444130910722166,16.91949207536991,545,0.0,1
545,0.1127048114669146,18.258179457640168,545,0.0,1
545,0.14687792435457794,23.794223745441627,545,0.0,1
